areacd,areanm,geography,indicator,period,observation,measure,unit,lci_95,uci_95,status,notes,notes
E06000019,"Herefordshire, County of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,35.30327,Percentage,%,,,,,
E06000019,"Herefordshire, County of",County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,40.560790000000004,Percentage,%,,,,,
E06000051,Shropshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,37.83821,Percentage,%,,,,,
E06000051,Shropshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,37.316590000000005,Percentage,%,,,,,
E06000051,Shropshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,42.04695,Percentage,%,,,,,
E06000051,Shropshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.8308,Percentage,%,,,,,
E06000051,Shropshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.91995,Percentage,%,,,,,
E06000051,Shropshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,23.30955,Percentage,%,,,,,
E06000021,Stoke-on-Trent,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,19.9715,Percentage,%,,,,,
E06000021,Stoke-on-Trent,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,18.74804,Percentage,%,,,,,
E06000021,Stoke-on-Trent,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,24.750220000000002,Percentage,%,,,,,
E06000021,Stoke-on-Trent,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,31.76367,Percentage,%,,,,,
E06000021,Stoke-on-Trent,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,34.7328,Percentage,%,,,,,
E06000021,Stoke-on-Trent,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,37.01724,Percentage,%,,,,,
E06000020,Telford and Wrekin,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,19.592,Percentage,%,,,,,
E06000020,Telford and Wrekin,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.895979999999998,Percentage,%,,,,,
E06000020,Telford and Wrekin,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,24.593729999999997,Percentage,%,,,,,
E06000020,Telford and Wrekin,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,33.46803,Percentage,%,,,,,
E06000020,Telford and Wrekin,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,32.92181,Percentage,%,,,,,
E06000020,Telford and Wrekin,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,38.02904,Percentage,%,,,,,
E10000028,Staffordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,34.62144,Percentage,%,,,,,
E10000028,Staffordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.87506,Percentage,%,,,,,
E10000028,Staffordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,38.60071,Percentage,%,,,,,
E10000028,Staffordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.09451,Percentage,%,,,,,
E10000028,Staffordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.50657,Percentage,%,,,,,
E10000028,Staffordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.77848,Percentage,%,,,,,
E10000031,Warwickshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,22.98535,Percentage,%,,,,,
E10000031,Warwickshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,22.92916,Percentage,%,,,,,
E10000031,Warwickshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,27.165740000000003,Percentage,%,,,,,
E10000031,Warwickshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,39.83527,Percentage,%,,,,,
E10000031,Warwickshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,39.25293,Percentage,%,,,,,
E10000031,Warwickshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,42.99824,Percentage,%,,,,,
E08000025,Birmingham,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,30.59882,Percentage,%,,,,,
E08000025,Birmingham,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,33.56301,Percentage,%,,,,,
E08000025,Birmingham,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,31.98207,Percentage,%,,,,,
E08000025,Birmingham,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,21.90844,Percentage,%,,,,,
E08000025,Birmingham,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,17.19031,Percentage,%,,,,,
E08000025,Birmingham,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,18.013560000000002,Percentage,%,,,,,
E08000026,Coventry,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,19.12252,Percentage,%,,,,,
E08000026,Coventry,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,22.84788,Percentage,%,,,,,
E08000026,Coventry,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,19.15756,Percentage,%,,,,,
E08000026,Coventry,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.89416,Percentage,%,,,,,
E08000026,Coventry,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,33.41451,Percentage,%,,,,,
E08000026,Coventry,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,34.348279999999995,Percentage,%,,,,,
E08000027,Dudley,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,22.76006,Percentage,%,,,,,
E08000027,Dudley,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,25.097160000000002,Percentage,%,,,,,
E08000027,Dudley,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,22.59902,Percentage,%,,,,,
E08000027,Dudley,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,38.81337,Percentage,%,,,,,
E08000027,Dudley,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,41.03135,Percentage,%,,,,,
E08000027,Dudley,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,38.1092,Percentage,%,,,,,
E08000028,Sandwell,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,32.167629999999996,Percentage,%,,,,,
E08000028,Sandwell,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.4855,Percentage,%,,,,,
E08000028,Sandwell,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,34.832570000000004,Percentage,%,,,,,
E08000028,Sandwell,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,20.38579,Percentage,%,,,,,
E08000028,Sandwell,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,16.82305,Percentage,%,,,,,
E08000028,Sandwell,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,18.01396,Percentage,%,,,,,
E08000029,Solihull,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,22.76945,Percentage,%,,,,,
E08000029,Solihull,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,20.84382,Percentage,%,,,,,
E08000029,Solihull,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,26.352990000000002,Percentage,%,,,,,
E08000029,Solihull,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,41.23322,Percentage,%,,,,,
E08000029,Solihull,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,38.70968,Percentage,%,,,,,
E08000029,Solihull,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,42.13387,Percentage,%,,,,,
E08000030,Walsall,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,34.72246,Percentage,%,,,,,
E08000030,Walsall,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,36.12658,Percentage,%,,,,,
E08000030,Walsall,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,36.18117,Percentage,%,,,,,
E08000030,Walsall,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,24.24915,Percentage,%,,,,,
E08000030,Walsall,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,19.372629999999997,Percentage,%,,,,,
E08000030,Walsall,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,19.505779999999998,Percentage,%,,,,,
E08000031,Wolverhampton,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,15.31758,Percentage,%,,,,,
E08000031,Wolverhampton,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,18.63769,Percentage,%,,,,,
E08000031,Wolverhampton,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,16.969520000000003,Percentage,%,,,,,
E08000031,Wolverhampton,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,31.18447,Percentage,%,,,,,
E08000031,Wolverhampton,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,28.03135,Percentage,%,,,,,
E08000031,Wolverhampton,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,29.576590000000003,Percentage,%,,,,,
E10000034,Worcestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,23.96175,Percentage,%,,,,,
E10000034,Worcestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,25.58064,Percentage,%,,,,,
E10000034,Worcestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,23.629739999999998,Percentage,%,,,,,
E10000034,Worcestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,40.89026,Percentage,%,,,,,
E10000034,Worcestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,40.14734,Percentage,%,,,,,
E10000034,Worcestershire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,44.09548,Percentage,%,,,,,
E12000006,East of England,Region,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,35.78091,Percentage,%,,,,,
E12000006,East of England,Region,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,37.51928,Percentage,%,,,,,
E12000006,East of England,Region,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,39.15647,Percentage,%,,,,,
E12000006,East of England,Region,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.59488,Percentage,%,,,,,
E12000006,East of England,Region,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.33878,Percentage,%,,,,,
E12000006,East of England,Region,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.447960000000002,Percentage,%,,,,,
E06000055,Bedford,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,19.6967,Percentage,%,,,,,
E06000055,Bedford,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.13935,Percentage,%,,,,,
E06000055,Bedford,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,21.4005,Percentage,%,,,,,
E06000055,Bedford,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,36.73469,Percentage,%,,,,,
E06000055,Bedford,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,36.96613,Percentage,%,,,,,
E06000055,Bedford,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,33.51849,Percentage,%,,,,,
E06000056,Central Bedfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,43.12229,Percentage,%,,,,,
E06000056,Central Bedfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,43.63777,Percentage,%,,,,,
E06000056,Central Bedfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,45.19059,Percentage,%,,,,,
E06000056,Central Bedfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,25.7166,Percentage,%,,,,,
E06000056,Central Bedfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,23.43855,Percentage,%,,,,,
E06000056,Central Bedfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,24.08333,Percentage,%,,,,,
E06000032,Luton,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,28.097409999999996,Percentage,%,,,,,
E06000032,Luton,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,33.46307,Percentage,%,,,,,
E06000032,Luton,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,32.8839,Percentage,%,,,,,
E06000032,Luton,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,19.68674,Percentage,%,,,,,
E06000032,Luton,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,16.527720000000002,Percentage,%,,,,,
E06000032,Luton,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,18.27156,Percentage,%,,,,,
E06000031,Peterborough,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,18.61982,Percentage,%,,,,,
E06000031,Peterborough,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,18.07927,Percentage,%,,,,,
E06000031,Peterborough,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,21.30195,Percentage,%,,,,,
E06000031,Peterborough,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,34.986670000000004,Percentage,%,,,,,
E06000031,Peterborough,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,31.87047,Percentage,%,,,,,
E06000031,Peterborough,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,36.22934,Percentage,%,,,,,
E06000033,Southend-on-Sea,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,19.25301,Percentage,%,,,,,
E06000033,Southend-on-Sea,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,34.11981,Percentage,%,,,,,
E06000033,Southend-on-Sea,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,35.47148,Percentage,%,,,,,
E06000033,Southend-on-Sea,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,37.32415,Percentage,%,,,,,
E06000033,Southend-on-Sea,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,27.681140000000003,Percentage,%,,,,,
E06000033,Southend-on-Sea,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,20.789279999999998,Percentage,%,,,,,
E06000034,Thurrock,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,31.0013,Percentage,%,,,,,
E06000034,Thurrock,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,32.96075,Percentage,%,,,,,
E06000034,Thurrock,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,33.9023,Percentage,%,,,,,
E06000034,Thurrock,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,20.116139999999998,Percentage,%,,,,,
E06000034,Thurrock,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.22371,Percentage,%,,,,,
E06000034,Thurrock,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,18.64992,Percentage,%,,,,,
E10000003,Cambridgeshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.04128,Percentage,%,,,,,
E10000003,Cambridgeshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,22.19817,Percentage,%,,,,,
E10000003,Cambridgeshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.993029999999997,Percentage,%,,,,,
E10000003,Cambridgeshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,35.79932,Percentage,%,,,,,
E10000003,Cambridgeshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,36.71293,Percentage,%,,,,,
E10000003,Cambridgeshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,39.093340000000005,Percentage,%,,,,,
E10000012,Essex,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,37.029759999999996,Percentage,%,,,,,
E10000012,Essex,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,38.80677,Percentage,%,,,,,
E10000012,Essex,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,40.95798,Percentage,%,,,,,
E10000012,Essex,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.99454,Percentage,%,,,,,
E10000012,Essex,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,22.298070000000003,Percentage,%,,,,,
E10000012,Essex,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,21.66788,Percentage,%,,,,,
E10000015,Hertfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,23.91359,Percentage,%,,,,,
E10000015,Hertfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,23.09453,Percentage,%,,,,,
E10000015,Hertfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.47394,Percentage,%,,,,,
E10000015,Hertfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,37.76485,Percentage,%,,,,,
E10000015,Hertfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,39.28717,Percentage,%,,,,,
E10000015,Hertfordshire,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,39.4379,Percentage,%,,,,,
E10000020,Norfolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,21.82967,Percentage,%,,,,,
E10000020,Norfolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,22.01746,Percentage,%,,,,,
E10000020,Norfolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,25.610139999999998,Percentage,%,,,,,
E10000020,Norfolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,36.41726,Percentage,%,,,,,
E10000020,Norfolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,37.81398,Percentage,%,,,,,
E10000020,Norfolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,40.6534,Percentage,%,,,,,
E10000029,Suffolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,36.101259999999996,Percentage,%,,,,,
E10000029,Suffolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,36.76372,Percentage,%,,,,,
E10000029,Suffolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,39.36905,Percentage,%,,,,,
E10000029,Suffolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,23.12736,Percentage,%,,,,,
E10000029,Suffolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,20.74534,Percentage,%,,,,,
E10000029,Suffolk,County or Unitary Authority,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,20.31167,Percentage,%,,,,,
E12000007,London,Region,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,16.41789,Percentage,%,,,,,
E12000007,London,Region,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,16.2669,Percentage,%,,,,,
E12000007,London,Region,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,19.17608,Percentage,%,,,,,
E12000007,London,Region,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,27.99265,Percentage,%,,,,,
E12000007,London,Region,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,31.456870000000002,Percentage,%,,,,,
E12000007,London,Region,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,29.066440000000004,Percentage,%,,,,,
E09000007,Camden,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,28.913240000000002,Percentage,%,,,,,
E09000007,Camden,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,33.9807,Percentage,%,,,,,
E09000007,Camden,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,30.796529999999997,Percentage,%,,,,,
E09000007,Camden,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,20.26069,Percentage,%,,,,,
E09000007,Camden,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,16.972479999999997,Percentage,%,,,,,
E09000007,Camden,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,16.69602,Percentage,%,,,,,
E09000001,City of London,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,8.57143,Percentage,%,,,,,
E09000001,City of London,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,3.125,Percentage,%,,,,,
E09000001,City of London,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,4.65116,Percentage,%,,,,,
E09000001,City of London,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,20.0,Percentage,%,,,,,
E09000001,City of London,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,6.52174,Percentage,%,,,,,
E09000001,City of London,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,26.08696,Percentage,%,,,,,
E09000012,Hackney,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,12.96804,Percentage,%,,,,,
E09000012,Hackney,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,15.40301,Percentage,%,,,,,
E09000012,Hackney,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,13.216510000000001,Percentage,%,,,,,
E09000012,Hackney,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,27.72958,Percentage,%,,,,,
E09000012,Hackney,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,23.619770000000003,Percentage,%,,,,,
E09000012,Hackney,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,23.76654,Percentage,%,,,,,
E09000013,Hammersmith and Fulham,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,28.581490000000002,Percentage,%,,,,,
E09000013,Hammersmith and Fulham,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,31.7289,Percentage,%,,,,,
E09000013,Hammersmith and Fulham,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,28.505309999999998,Percentage,%,,,,,
E09000013,Hammersmith and Fulham,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,18.70566,Percentage,%,,,,,
E09000013,Hammersmith and Fulham,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,17.48275,Percentage,%,,,,,
E09000013,Hammersmith and Fulham,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,17.75848,Percentage,%,,,,,
E09000014,Haringey,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,14.300379999999999,Percentage,%,,,,,
E09000014,Haringey,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,14.76878,Percentage,%,,,,,
E09000014,Haringey,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,19.12456,Percentage,%,,,,,
E09000014,Haringey,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,30.522909999999996,Percentage,%,,,,,
E09000014,Haringey,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,26.876490000000004,Percentage,%,,,,,
E09000014,Haringey,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,28.140009999999997,Percentage,%,,,,,
E09000019,Islington,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,29.674590000000002,Percentage,%,,,,,
E09000019,Islington,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,33.306129999999996,Percentage,%,,,,,
E09000019,Islington,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,29.472170000000002,Percentage,%,,,,,
E09000019,Islington,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,20.24157,Percentage,%,,,,,
E09000019,Islington,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,16.01153,Percentage,%,,,,,
E09000019,Islington,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,16.775579999999998,Percentage,%,,,,,
E09000020,Kensington and Chelsea,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,16.37267,Percentage,%,,,,,
E09000020,Kensington and Chelsea,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,17.364810000000002,Percentage,%,,,,,
E09000020,Kensington and Chelsea,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,16.17718,Percentage,%,,,,,
E09000020,Kensington and Chelsea,Local Authority District,Persistent absences for pupils eligible for free school meals,2022-08-01/P1Y,33.25165,Percentage,%,,,,,
E09000020,Kensington and Chelsea,Local Authority District,Persistent absences for pupils eligible for free school meals,2023-08-01/P1Y,28.291590000000003,Percentage,%,,,,,
E09000020,Kensington and Chelsea,Local Authority District,Persistent absences for pupils eligible for free school meals,2021-08-01/P1Y,29.02451,Percentage,%,,,,,
E09000022,Lambeth,Local Authority District,Persistent absences for pupils eligible for free school meals,2018-08-01/P1Y,15.62873,Percentage,%,,,,,
E09000022,Lambeth,Local Authority District,Persistent absences for pupils eligible for free school meals,2020-08-01/P1Y,19.10965,Percentage,%,,,,,
E09000022,Lambeth,Local Authority District,Persistent absences for pupils eligible for free school meals,2017-08-01/P1Y,15.886239999999999,Percentage,%,,,,,
